id,date,gender,age,steps,calories,distance
621e2f6167b776a240e082a9,2021-06-13,FEMALE,>=30,6887.0,2255.94,4751.9
621e2f6167b776a240e082a9,2021-06-14,FEMALE,>=30,6523.0,2082.91,4396.6
621e2f6167b776a240e082a9,2021-06-15,FEMALE,>=30,6250.0,2024.64,4326.1
621e2f6167b776a240e082a9,2021-06-16,FEMALE,>=30,9936.0,2292.0,6694.4
621e2f6167b776a240e082a9,2021-06-17,FEMALE,>=30,41.0,1464.1,28.2
621e2f6167b776a240e082a9,2021-06-18,FEMALE,>=30,5619.0,2105.01,3681.0
621e2f6167b776a240e082a9,2021-06-19,FEMALE,>=30,10000.0,2449.46,6921.0
621e2f6167b776a240e082a9,2021-06-20,FEMALE,>=30,7734.0,2315.09,5341.2
621e2f6167b776a240e082a9,2021-06-21,FEMALE,>=30,4136.0,1869.87,2860.9
621e2f6167b776a240e082a9,2021-06-22,FEMALE,>=30,4067.0,1941.94,2763.4
621e2f6167b776a240e082a9,2021-06-23,FEMALE,>=30,9988.0,2299.47,6808.6
621e2f6167b776a240e082a9,2021-06-24,FEMALE,>=30,1521.0,1644.42,1051.7
621e2f6167b776a240e082a9,2021-06-25,FEMALE,>=30,8689.0,2359.95,5668.1
621e2f6167b776a240e082a9,2021-06-26,FEMALE,>=30,8170.0,2245.8,5654.7
621e2f6167b776a240e082a9,2021-06-27,FEMALE,>=30,5724.0,2216.52,3958.7
621e2f6167b776a240e082a9,2021-06-28,FEMALE,>=30,3559.0,1761.97,2463.9
621e2f6167b776a240e082a9,2021-06-29,FEMALE,>=30,4660.0,1855.09,3130.2
621e2f6167b776a240e082a9,2021-06-30,FEMALE,>=30,13027.0,2325.85,8854.4
621e2f6167b776a240e082a9,2021-07-01,FEMALE,>=30,5553.0,1941.58,3839.5
621e2f6167b776a240e082a9,2021-07-02,FEMALE,>=30,3782.0,1830.98,2539.2
621e2f6167b776a240e082a9,2021-07-03,FEMALE,>=30,4444.0,1934.44,2981.7
621e2f6167b776a240e082a9,2021-07-04,FEMALE,>=30,60.0,1465.3,41.5
621e2f6167b776a240e082a9,2021-07-05,FEMALE,>=30,60.0,1454.4,41.5
621e2f6167b776a240e082a9,2021-07-06,FEMALE,>=30,60.0,1454.4,41.5
621e2f6167b776a240e082a9,2021-07-07,FEMALE,>=30,60.0,1454.4,41.5
621e2f6167b776a240e082a9,2021-07-08,FEMALE,>=30,2980.0,1799.83,2061.0
