attribute,mechanism,eps,n_users,p_rate,tp,fn,fp,tn,accuracy,precision,recall,specificity,balanced_accuracy,t_agree_rate
steps,laplace,64,58,0.736,733,3,4,260,0.993,0.994572591587517,0.9959239130434783,0.9848484848484849,0.993,1.0
steps,laplace,64,60,0.753,748,5,3,244,0.992,0.996005326231691,0.9933598937583001,0.9878542510121457,0.992,1.0
steps,laplace,64,62,0.739,734,5,7,254,0.988,0.99055330634278,0.993234100135318,0.9731800766283525,0.988,1.0
steps,laplace,64,64,0.731,726,5,3,266,0.992,0.9958847736625515,0.9931600547195623,0.9888475836431226,0.992,1.0
steps,laplace,64,66,0.729,723,6,2,269,0.992,0.9972413793103448,0.9917695473251029,0.992619926199262,0.992,1.0
steps,laplace,64,68,0.739,732,7,3,258,0.99,0.9959183673469387,0.9905277401894452,0.9885057471264368,0.99,1.0
steps,laplace,64,70,0.71,708,2,4,286,0.994,0.9943820224719101,0.9971830985915493,0.9862068965517241,0.994,1.0
steps,piecewise_sub,1,2,0.691,223,468,16,293,0.516,0.9330543933054394,0.3227206946454414,0.948220064724919,0.516,0.9955156950672646
steps,piecewise_sub,1,4,0.775,229,546,9,216,0.445,0.9621848739495799,0.2954838709677419,0.96,0.44499999999999995,0.9956331877729258
steps,piecewise_sub,1,6,0.752,242,510,7,241,0.483,0.9718875502008032,0.32180851063829785,0.9717741935483871,0.483,0.987603305785124
steps,piecewise_sub,1,8,0.796,268,528,9,195,0.463,0.9675090252707581,0.33668341708542715,0.9558823529411765,0.46299999999999997,0.9925373134328358
steps,piecewise_sub,1,10,0.761,240,521,10,229,0.469,0.96,0.31537450722733246,0.9581589958158996,0.469,1.0
steps,piecewise_sub,1,12,0.754,240,514,6,240,0.48,0.975609756097561,0.3183023872679045,0.975609756097561,0.48,1.0
steps,piecewise_sub,1,14,0.772,215,557,9,219,0.434,0.9598214285714286,0.27849740932642486,0.9605263157894737,0.43399999999999994,0.9906976744186047
steps,piecewise_sub,1,16,0.777,246,531,17,206,0.452,0.935361216730038,0.3166023166023166,0.9237668161434978,0.45199999999999996,1.0
steps,piecewise_sub,1,18,0.804,265,539,11,185,0.45,0.9601449275362319,0.32960199004975127,0.9438775510204082,0.44999999999999996,0.9962264150943396
steps,piecewise_sub,1,20,0.779,259,520,9,212,0.471,0.9664179104477612,0.3324775353016688,0.9592760180995475,0.471,1.0
steps,piecewise_sub,1,22,0.762,229,533,8,230,0.459,0.9662447257383966,0.3005249343832021,0.9663865546218487,0.45899999999999996,0.9956331877729258
steps,piecewise_sub,1,24,0.765,244,521,17,218,0.462,0.9348659003831418,0.31895424836601305,0.9276595744680851,0.46199999999999997,0.9959016393442623
steps,piecewise_sub,1,26,0.758,261,497,3,239,0.5,0.9886363636363636,0.34432717678100266,0.987603305785124,0.5,0.9961685823754789
steps,piecewise_sub,1,28,0.767,241,526,14,219,0.46,0.9450980392156862,0.31421121251629724,0.9399141630901288,0.45999999999999996,0.995850622406639
steps,piecewise_sub,1,30,0.795,281,514,11,194,0.475,0.9623287671232876,0.3534591194968553,0.9463414634146341,0.4749999999999999,1.0
steps,piecewise_sub,1,32,0.748,199,549,10,242,0.441,0.9521531100478469,0.2660427807486631,0.9603174603174603,0.44100000000000006,0.9949748743718593
steps,piecewise_sub,1,34,0.767,253,514,9,224,0.477,0.9656488549618321,0.32985658409387225,0.9613733905579399,0.477,0.9920948616600791
steps,piecewise_sub,1,36,0.754,269,485,9,237,0.506,0.9676258992805755,0.356763925729443,0.9634146341463414,0.506,0.9925650557620818
steps,piecewise_sub,1,38,0.747,260,487,8,245,0.505,0.9701492537313433,0.34805890227576974,0.9683794466403162,0.505,0.9884615384615385
steps,piecewise_sub,1,40,0.764,240,524,14,222,0.462,0.9448818897637795,0.31413612565445026,0.940677966101695,0.46199999999999997,0.9916666666666667
steps,piecewise_sub,1,42,0.748,251,497,14,238,0.489,0.9471698113207547,0.3355614973262032,0.9444444444444444,0.489,0.9960159362549801
steps,piecewise_sub,1,44,0.718,234,484,14,268,0.502,0.9435483870967742,0.32590529247910865,0.950354609929078,0.502,1.0
steps,piecewise_sub,1,46,0.732,255,477,9,259,0.514,0.9659090909090909,0.3483606557377049,0.9664179104477612,0.514,0.996078431372549
steps,piecewise_sub,1,48,0.742,231,511,19,239,0.47,0.924,0.3113207547169811,0.9263565891472868,0.47,1.0
steps,piecewise_sub,1,50,0.758,245,513,12,230,0.475,0.953307392996109,0.3232189973614776,0.9504132231404959,0.475,0.9959183673469387
steps,piecewise_sub,1,52,0.756,234,522,14,230,0.464,0.9435483870967742,0.30952380952380953,0.9426229508196722,0.464,1.0
steps,piecewise_sub,1,54,0.757,250,507,13,230,0.48,0.9505703422053232,0.33025099075297226,0.9465020576131687,0.48,0.992
steps,piecewise_sub,1,56,0.749,249,500,22,229,0.478,0.9188191881918819,0.3324432576769025,0.9123505976095617,0.478,0.9919678714859438
steps,piecewise_sub,1,58,0.745,270,475,10,245,0.515,0.9642857142857143,0.3624161073825503,0.9607843137254902,0.515,0.9962962962962963
steps,piecewise_sub,1,60,0.737,235,502,13,250,0.485,0.9475806451612904,0.31886024423337855,0.9505703422053232,0.485,0.9957446808510638
steps,piecewise_sub,1,62,0.743,251,492,12,245,0.496,0.9543726235741445,0.33781965006729475,0.953307392996109,0.496,0.9960159362549801
steps,piecewise_sub,1,64,0.743,250,493,7,250,0.5,0.9727626459143969,0.3364737550471063,0.9727626459143969,0.5,1.0
steps,piecewise_sub,1,66,0.729,263,466,12,259,0.522,0.9563636363636364,0.3607681755829904,0.955719557195572,0.522,0.9961977186311787
steps,piecewise_sub,1,68,0.728,241,487,13,259,0.5,0.9488188976377953,0.33104395604395603,0.9522058823529411,0.5,1.0
steps,piecewise_sub,1,70,0.736,241,495,17,247,0.488,0.9341085271317829,0.327445652173913,0.9356060606060606,0.488,0.995850622406639
steps,piecewise_sub,2,2,0.737,465,272,10,253,0.718,0.9789473684210527,0.6309362279511533,0.9619771863117871,0.718,1.0
steps,piecewise_sub,2,4,0.787,521,266,12,201,0.722,0.9774859287054409,0.662007623888183,0.9436619718309859,0.722,0.9980806142034548
steps,piecewise_sub,2,6,0.799,531,268,13,188,0.719,0.9761029411764706,0.6645807259073843,0.9353233830845771,0.719,1.0
steps,piecewise_sub,2,8,0.791,523,268,17,192,0.715,0.9685185185185186,0.661188369152971,0.9186602870813397,0.715,1.0
steps,piecewise_sub,2,10,0.793,531,262,14,193,0.724,0.9743119266055046,0.669609079445145,0.9323671497584541,0.724,1.0
steps,piecewise_sub,2,12,0.772,537,235,5,223,0.76,0.9907749077490775,0.6955958549222798,0.9780701754385965,0.76,0.9981378026070763
steps,piecewise_sub,2,14,0.776,537,239,12,212,0.749,0.9781420765027322,0.6920103092783505,0.9464285714285714,0.749,1.0
steps,piecewise_sub,2,16,0.771,527,244,19,210,0.737,0.9652014652014652,0.6835278858625162,0.9170305676855895,0.737,1.0
steps,piecewise_sub,2,18,0.777,527,250,14,209,0.736,0.9741219963031423,0.6782496782496783,0.9372197309417041,0.736,1.0
steps,piecewise_sub,2,20,0.745,510,235,18,237,0.747,0.9659090909090909,0.6845637583892618,0.9294117647058824,0.747,1.0
steps,piecewise_sub,2,22,0.776,513,263,11,213,0.726,0.9790076335877863,0.6610824742268041,0.9508928571428571,0.726,1.0
steps,piecewise_sub,2,24,0.749,536,213,16,235,0.771,0.9710144927536232,0.7156208277703605,0.9362549800796812,0.771,1.0
steps,piecewise_sub,2,26,0.77,518,252,17,213,0.731,0.9682242990654205,0.6727272727272727,0.9260869565217391,0.731,1.0
steps,piecewise_sub,2,28,0.789,546,243,6,205,0.751,0.9891304347826086,0.6920152091254753,0.9715639810426541,0.751,1.0
steps,piecewise_sub,2,30,0.757,515,242,19,224,0.739,0.9644194756554307,0.6803170409511229,0.9218106995884774,0.739,1.0
steps,piecewise_sub,2,32,0.77,524,246,18,212,0.736,0.966789667896679,0.6805194805194805,0.9217391304347826,0.736,1.0
steps,piecewise_sub,2,34,0.759,519,240,8,233,0.752,0.9848197343453511,0.6837944664031621,0.966804979253112,0.752,1.0
steps,piecewise_sub,2,36,0.762,520,242,16,222,0.742,0.9701492537313433,0.6824146981627297,0.9327731092436975,0.742,0.9980769230769231
steps,piecewise_sub,2,38,0.76,502,258,17,223,0.725,0.9672447013487476,0.6605263157894737,0.9291666666666667,0.725,1.0
steps,piecewise_sub,2,40,0.748,497,251,14,238,0.735,0.9726027397260274,0.6644385026737968,0.9444444444444444,0.735,1.0
steps,piecewise_sub,2,42,0.762,512,250,14,224,0.736,0.973384030418251,0.6719160104986877,0.9411764705882353,0.736,1.0
steps,piecewise_sub,2,44,0.762,503,259,22,216,0.719,0.9580952380952381,0.6601049868766404,0.907563025210084,0.719,1.0
steps,piecewise_sub,2,46,0.756,498,258,16,228,0.726,0.9688715953307393,0.6587301587301587,0.9344262295081968,0.726,1.0
steps,piecewise_sub,2,48,0.759,514,245,13,228,0.742,0.9753320683111955,0.6772068511198946,0.946058091286307,0.742,1.0
steps,piecewise_sub,2,50,0.755,506,249,15,230,0.736,0.9712092130518234,0.6701986754966888,0.9387755102040817,0.736,1.0
steps,piecewise_sub,2,52,0.76,519,241,17,223,0.742,0.9682835820895522,0.6828947368421052,0.9291666666666667,0.742,1.0
steps,piecewise_sub,2,54,0.742,520,222,18,240,0.76,0.966542750929368,0.7008086253369272,0.9302325581395349,0.76,1.0
steps,piecewise_sub,2,56,0.756,501,255,16,228,0.729,0.9690522243713733,0.6626984126984127,0.9344262295081968,0.729,1.0
steps,piecewise_sub,2,58,0.734,504,230,9,257,0.761,0.9824561403508771,0.6866485013623979,0.9661654135338346,0.761,1.0
steps,piecewise_sub,2,60,0.738,502,236,10,252,0.754,0.98046875,0.6802168021680217,0.9618320610687023,0.754,1.0
steps,piecewise_sub,2,62,0.721,510,211,11,268,0.778,0.9788867562380038,0.7073509015256588,0.9605734767025089,0.778,1.0
steps,piecewise_sub,2,64,0.718,504,214,16,266,0.77,0.9692307692307692,0.7019498607242339,0.9432624113475178,0.7699999999999999,1.0
steps,piecewise_sub,2,66,0.71,479,231,15,275,0.754,0.9696356275303644,0.6746478873239437,0.9482758620689655,0.754,1.0
steps,piecewise_sub,2,68,0.752,515,237,15,233,0.748,0.9716981132075472,0.6848404255319149,0.9395161290322581,0.748,1.0
steps,piecewise_sub,2,70,0.735,513,222,15,250,0.763,0.9715909090909091,0.6979591836734694,0.9433962264150944,0.763,1.0
steps,piecewise_sub,4,2,0.735,671,64,17,248,0.919,0.9752906976744186,0.9129251700680272,0.9358490566037736,0.9189999999999999,1.0
steps,piecewise_sub,4,4,0.782,713,69,13,205,0.918,0.9820936639118457,0.9117647058823529,0.9403669724770642,0.9179999999999999,1.0
steps,piecewise_sub,4,6,0.792,737,55,13,195,0.932,0.9826666666666667,0.9305555555555556,0.9375,0.932,1.0
steps,piecewise_sub,4,8,0.756,689,67,7,237,0.926,0.9899425287356322,0.9113756613756614,0.9713114754098361,0.926,1.0
steps,piecewise_sub,4,10,0.751,691,60,14,235,0.926,0.9801418439716312,0.9201065246338216,0.9437751004016064,0.926,1.0
steps,piecewise_sub,4,12,0.784,708,76,19,197,0.905,0.9738651994497937,0.9030612244897959,0.9120370370370371,0.9049999999999999,1.0
steps,piecewise_sub,4,14,0.765,701,64,18,217,0.918,0.9749652294853964,0.9163398692810457,0.9234042553191489,0.9179999999999999,1.0
steps,piecewise_sub,4,16,0.797,727,70,6,197,0.924,0.9918144611186903,0.9121706398996235,0.9704433497536946,0.9239999999999999,1.0
steps,piecewise_sub,4,18,0.778,707,71,13,209,0.916,0.9819444444444444,0.9087403598971723,0.9414414414414415,0.916,1.0
steps,piecewise_sub,4,20,0.78,737,43,18,202,0.939,0.976158940397351,0.9448717948717948,0.9181818181818182,0.939,1.0
steps,piecewise_sub,4,22,0.779,704,75,18,203,0.907,0.9750692520775623,0.9037227214377407,0.918552036199095,0.907,1.0
steps,piecewise_sub,4,24,0.772,698,74,22,206,0.904,0.9694444444444444,0.9041450777202072,0.9035087719298246,0.904,1.0
steps,piecewise_sub,4,26,0.759,692,67,14,227,0.919,0.9801699716713881,0.9117259552042161,0.941908713692946,0.9189999999999999,1.0
steps,piecewise_sub,4,28,0.761,703,58,15,224,0.927,0.979108635097493,0.923784494086728,0.9372384937238494,0.927,1.0
steps,piecewise_sub,4,30,0.762,707,55,6,232,0.939,0.9915848527349228,0.9278215223097113,0.9747899159663865,0.939,1.0
steps,piecewise_sub,4,32,0.751,691,60,12,237,0.928,0.9829302987197724,0.9201065246338216,0.9518072289156626,0.928,1.0
steps,piecewise_sub,4,34,0.753,689,64,18,229,0.918,0.9745403111739745,0.9150066401062417,0.9271255060728745,0.9179999999999999,1.0
steps,piecewise_sub,4,36,0.751,692,59,12,237,0.929,0.9829545454545454,0.9214380825565912,0.9518072289156626,0.9289999999999999,1.0
steps,piecewise_sub,4,38,0.777,705,72,19,204,0.909,0.9737569060773481,0.9073359073359073,0.9147982062780269,0.9089999999999999,1.0
steps,piecewise_sub,4,40,0.751,689,62,11,238,0.927,0.9842857142857143,0.9174434087882823,0.9558232931726908,0.927,1.0
steps,piecewise_sub,4,42,0.755,697,58,18,227,0.924,0.9748251748251748,0.9231788079470199,0.926530612244898,0.924,1.0
steps,piecewise_sub,4,44,0.769,710,59,16,215,0.925,0.977961432506887,0.9232769830949284,0.9307359307359307,0.9249999999999999,1.0
steps,piecewise_sub,4,46,0.772,710,62,10,218,0.928,0.9861111111111112,0.9196891191709845,0.956140350877193,0.928,1.0
steps,piecewise_sub,4,48,0.74,680,60,14,246,0.926,0.9798270893371758,0.918918918918919,0.9461538461538461,0.926,1.0
steps,piecewise_sub,4,50,0.749,684,65,14,237,0.921,0.9799426934097422,0.9132176234979973,0.9442231075697212,0.9209999999999999,1.0
steps,piecewise_sub,4,52,0.724,667,57,14,262,0.929,0.9794419970631424,0.9212707182320442,0.9492753623188406,0.929,1.0
steps,piecewise_sub,4,54,0.751,674,77,12,237,0.911,0.9825072886297376,0.8974700399467377,0.9518072289156626,0.911,1.0
steps,piecewise_sub,4,56,0.715,669,46,23,262,0.931,0.9667630057803468,0.9356643356643357,0.9192982456140351,0.931,1.0
steps,piecewise_sub,4,58,0.749,706,43,14,237,0.943,0.9805555555555555,0.9425901201602136,0.9442231075697212,0.943,1.0
steps,piecewise_sub,4,60,0.749,690,59,14,237,0.927,0.9801136363636364,0.9212283044058746,0.9442231075697212,0.927,1.0
steps,piecewise_sub,4,62,0.719,666,53,21,260,0.926,0.9694323144104804,0.9262865090403338,0.9252669039145908,0.926,1.0
steps,piecewise_sub,4,64,0.721,656,65,22,257,0.913,0.967551622418879,0.9098474341192788,0.921146953405018,0.913,1.0
steps,piecewise_sub,4,66,0.702,638,64,16,282,0.92,0.9755351681957186,0.9088319088319088,0.9463087248322147,0.9199999999999999,1.0
steps,piecewise_sub,4,68,0.745,686,59,14,241,0.927,0.98,0.9208053691275168,0.9450980392156862,0.9269999999999999,1.0
steps,piecewise_sub,4,70,0.737,679,58,14,249,0.928,0.9797979797979798,0.921302578018996,0.9467680608365019,0.928,1.0
steps,piecewise_sub,8,2,0.756,744,12,8,236,0.98,0.9893617021276596,0.9841269841269841,0.9672131147540983,0.98,1.0
steps,piecewise_sub,8,4,0.755,747,8,9,236,0.983,0.9880952380952381,0.9894039735099338,0.963265306122449,0.983,1.0
steps,piecewise_sub,8,6,0.758,748,10,6,236,0.984,0.9920424403183024,0.9868073878627969,0.9752066115702479,0.984,1.0
steps,piecewise_sub,8,8,0.756,736,20,6,238,0.974,0.9919137466307277,0.9735449735449735,0.9754098360655737,0.974,1.0
steps,piecewise_sub,8,10,0.774,761,13,7,219,0.98,0.9908854166666666,0.9832041343669251,0.9690265486725663,0.98,1.0
steps,piecewise_sub,8,12,0.768,761,7,3,229,0.99,0.9960732984293194,0.9908854166666666,0.9870689655172413,0.99,1.0
steps,piecewise_sub,8,14,0.767,754,13,8,225,0.979,0.989501312335958,0.9830508474576272,0.9656652360515021,0.979,1.0
steps,piecewise_sub,8,16,0.769,765,4,9,222,0.987,0.9883720930232558,0.9947984395318595,0.961038961038961,0.987,1.0
steps,piecewise_sub,8,18,0.77,762,8,5,225,0.987,0.9934810951760105,0.9896103896103896,0.9782608695652174,0.987,1.0
steps,piecewise_sub,8,20,0.77,763,7,9,221,0.984,0.9883419689119171,0.990909090909091,0.9608695652173913,0.984,1.0
steps,piecewise_sub,8,22,0.774,767,7,7,219,0.986,0.9909560723514211,0.9909560723514211,0.9690265486725663,0.986,1.0
steps,piecewise_sub,8,24,0.763,756,7,8,229,0.985,0.9895287958115183,0.9908256880733946,0.9662447257383966,0.985,1.0
steps,piecewise_sub,8,26,0.755,744,11,6,239,0.983,0.992,0.9854304635761589,0.9755102040816327,0.983,1.0
steps,piecewise_sub,8,28,0.742,736,6,8,250,0.986,0.989247311827957,0.9919137466307277,0.9689922480620154,0.986,1.0
steps,piecewise_sub,8,30,0.75,742,8,3,247,0.989,0.9959731543624161,0.9893333333333333,0.988,0.989,1.0
steps,piecewise_sub,8,32,0.769,765,4,3,228,0.993,0.99609375,0.9947984395318595,0.987012987012987,0.993,1.0
steps,piecewise_sub,8,34,0.755,744,11,10,235,0.979,0.986737400530504,0.9854304635761589,0.9591836734693877,0.979,1.0
steps,piecewise_sub,8,36,0.769,761,8,6,225,0.986,0.9921773142112125,0.9895968790637191,0.974025974025974,0.986,1.0
steps,piecewise_sub,8,38,0.751,743,8,11,238,0.981,0.9854111405835544,0.9893475366178429,0.9558232931726908,0.981,1.0
steps,piecewise_sub,8,40,0.724,716,8,8,268,0.984,0.988950276243094,0.988950276243094,0.9710144927536232,0.984,1.0
steps,piecewise_sub,8,42,0.741,733,8,2,257,0.99,0.9972789115646259,0.9892037786774629,0.9922779922779923,0.99,1.0
steps,piecewise_sub,8,44,0.763,753,10,7,230,0.983,0.9907894736842106,0.9868938401048493,0.9704641350210971,0.983,1.0
steps,piecewise_sub,8,46,0.764,750,14,10,226,0.976,0.9868421052631579,0.981675392670157,0.9576271186440678,0.976,1.0
steps,piecewise_sub,8,48,0.735,726,9,4,261,0.987,0.9945205479452055,0.9877551020408163,0.9849056603773585,0.987,1.0
steps,piecewise_sub,8,50,0.746,742,4,9,245,0.987,0.9880159786950732,0.9946380697050938,0.9645669291338582,0.987,1.0
steps,piecewise_sub,8,52,0.756,748,8,8,236,0.984,0.9894179894179894,0.9894179894179894,0.9672131147540983,0.984,1.0
steps,piecewise_sub,8,54,0.744,740,4,8,248,0.988,0.9893048128342246,0.9946236559139785,0.96875,0.988,1.0
steps,piecewise_sub,8,56,0.763,755,8,6,231,0.986,0.9921156373193167,0.9895150720838795,0.9746835443037974,0.986,1.0
steps,piecewise_sub,8,58,0.744,734,10,2,254,0.988,0.9972826086956522,0.9865591397849462,0.9921875,0.988,1.0
steps,piecewise_sub,8,60,0.728,712,16,10,262,0.974,0.9861495844875346,0.978021978021978,0.9632352941176471,0.974,1.0
steps,piecewise_sub,8,62,0.742,736,6,5,253,0.989,0.9932523616734144,0.9919137466307277,0.9806201550387597,0.989,1.0
steps,piecewise_sub,8,64,0.711,699,12,5,284,0.983,0.9928977272727273,0.9831223628691983,0.9826989619377162,0.983,1.0
steps,piecewise_sub,8,66,0.74,733,7,5,255,0.988,0.9932249322493225,0.9905405405405405,0.9807692307692307,0.988,1.0
steps,piecewise_sub,8,68,0.759,745,14,6,235,0.98,0.9920106524633822,0.9815546772068511,0.975103734439834,0.98,1.0
steps,piecewise_sub,8,70,0.719,709,10,7,274,0.983,0.9902234636871509,0.9860917941585535,0.9750889679715302,0.983,1.0
steps,piecewise_sub,16,2,0.736,736,0,0,264,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,4,0.755,755,0,0,245,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,6,0.787,787,0,1,212,0.999,0.998730964467005,1.0,0.9953051643192489,0.999,1.0
steps,piecewise_sub,16,8,0.791,791,0,0,209,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,10,0.79,790,0,0,210,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,12,0.774,774,0,0,226,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,14,0.758,758,0,0,242,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,16,0.778,778,0,0,222,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,18,0.779,779,0,0,221,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,20,0.747,747,0,0,253,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,22,0.773,773,0,0,227,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,24,0.77,769,1,0,230,0.999,1.0,0.9987012987012988,1.0,0.999,1.0
steps,piecewise_sub,16,26,0.764,763,1,0,236,0.999,1.0,0.9986910994764397,1.0,0.999,1.0
steps,piecewise_sub,16,28,0.783,782,1,1,216,0.998,0.9987228607918263,0.9987228607918263,0.9953917050691244,0.998,1.0
steps,piecewise_sub,16,30,0.772,771,1,0,228,0.999,1.0,0.9987046632124352,1.0,0.999,1.0
steps,piecewise_sub,16,32,0.727,727,0,0,273,1.0,1.0,1.0,1.0,1.0,1.0
steps,piecewise_sub,16,34,0.757,756,1,0,243,0.999,1.0,0.9986789960369881,1.0,0.999,1.0
steps,piecewise_sub,16,36,0.747,746,1,0,253,0.999,1.0,0.998661311914324,1.0,0.999,1.0
steps,piecewise_sub,16,38,0.757,756,1,1,242,0.998,0.9986789960369881,0.9986789960369881,0.9958847736625515,0.998,1.0
