attribute,mechanism,eps,n_users,p_rate,tp,fn,fp,tn,accuracy,precision,recall,specificity,balanced_accuracy,t_agree_rate
calories,piecewise_sub,4,24,0.778,607,171,10,212,0.819,0.9837925445705025,0.7802056555269923,0.954954954954955,0.819,1.0
calories,piecewise_sub,4,26,0.782,606,176,11,207,0.813,0.9821717990275527,0.7749360613810742,0.9495412844036697,0.813,1.0
calories,piecewise_sub,4,28,0.796,627,169,13,191,0.818,0.9796875,0.7876884422110553,0.9362745098039216,0.818,1.0
calories,piecewise_sub,4,30,0.804,662,142,9,187,0.849,0.9865871833084948,0.8233830845771144,0.9540816326530612,0.849,1.0
calories,piecewise_sub,4,32,0.801,650,151,11,188,0.838,0.983358547655068,0.8114856429463171,0.9447236180904522,0.838,1.0
calories,piecewise_sub,4,34,0.795,622,173,17,188,0.81,0.97339593114241,0.7823899371069183,0.9170731707317074,0.81,1.0
calories,piecewise_sub,4,36,0.781,584,197,15,204,0.788,0.9749582637729549,0.7477592829705506,0.9315068493150684,0.788,1.0
calories,piecewise_sub,4,38,0.761,618,143,13,226,0.844,0.9793977812995246,0.812089356110381,0.9456066945606695,0.844,1.0
calories,piecewise_sub,4,40,0.768,596,172,13,219,0.815,0.9786535303776683,0.7760416666666666,0.9439655172413793,0.815,1.0
calories,piecewise_sub,4,42,0.767,618,149,7,226,0.844,0.9888,0.8057366362451108,0.9699570815450643,0.844,1.0
calories,piecewise_sub,4,44,0.754,603,151,17,229,0.832,0.9725806451612903,0.7997347480106101,0.9308943089430894,0.832,1.0
calories,piecewise_sub,4,46,0.766,617,149,14,220,0.837,0.9778129952456418,0.8054830287206266,0.9401709401709402,0.837,1.0
calories,piecewise_sub,4,48,0.764,607,157,17,219,0.826,0.9727564102564102,0.7945026178010471,0.9279661016949152,0.826,1.0
calories,piecewise_sub,4,50,0.751,586,165,11,238,0.824,0.981574539363484,0.7802929427430093,0.9558232931726908,0.824,1.0
calories,piecewise_sub,4,52,0.749,593,156,17,234,0.827,0.9721311475409836,0.7917222963951935,0.9322709163346613,0.827,1.0
calories,piecewise_sub,4,54,0.746,623,123,12,242,0.865,0.9811023622047244,0.8351206434316354,0.952755905511811,0.865,1.0
calories,piecewise_sub,4,56,0.751,614,137,15,234,0.848,0.9761526232114467,0.8175765645805593,0.9397590361445783,0.848,1.0
calories,piecewise_sub,4,58,0.768,612,156,18,214,0.826,0.9714285714285714,0.796875,0.9224137931034483,0.826,1.0
calories,piecewise_sub,4,60,0.736,589,147,11,253,0.842,0.9816666666666667,0.8002717391304348,0.9583333333333334,0.842,1.0
calories,piecewise_sub,4,62,0.74,595,145,14,246,0.841,0.9770114942528736,0.8040540540540541,0.9461538461538461,0.841,1.0
calories,piecewise_sub,4,64,0.75,619,131,11,239,0.858,0.9825396825396825,0.8253333333333334,0.956,0.858,1.0
calories,piecewise_sub,4,66,0.724,580,144,18,258,0.838,0.9698996655518395,0.8011049723756906,0.9347826086956522,0.838,1.0
calories,piecewise_sub,4,68,0.751,618,133,16,233,0.851,0.9747634069400631,0.8229027962716379,0.9357429718875502,0.851,1.0
calories,piecewise_sub,4,70,0.706,574,132,19,275,0.849,0.9679595278246206,0.8130311614730878,0.935374149659864,0.849,1.0
calories,piecewise_sub,8,2,0.818,797,21,11,171,0.968,0.9863861386138614,0.9743276283618582,0.9395604395604396,0.968,1.0
calories,piecewise_sub,8,4,0.821,804,17,7,172,0.976,0.9913686806411838,0.9792935444579781,0.9608938547486033,0.976,1.0
calories,piecewise_sub,8,6,0.812,791,21,3,185,0.976,0.9962216624685138,0.9741379310344828,0.9840425531914894,0.976,1.0
calories,piecewise_sub,8,8,0.825,806,19,8,167,0.973,0.9901719901719902,0.9769696969696969,0.9542857142857143,0.973,1.0
calories,piecewise_sub,8,10,0.817,800,17,11,172,0.972,0.9864364981504316,0.9791921664626683,0.9398907103825137,0.972,1.0
calories,piecewise_sub,8,12,0.819,791,28,7,174,0.965,0.9912280701754386,0.9658119658119658,0.9613259668508287,0.965,1.0
calories,piecewise_sub,8,14,0.805,783,22,4,191,0.974,0.9949174078780177,0.9726708074534162,0.9794871794871794,0.974,1.0
calories,piecewise_sub,8,16,0.816,803,13,13,171,0.974,0.9840686274509803,0.9840686274509803,0.9293478260869565,0.974,1.0
calories,piecewise_sub,8,18,0.799,779,20,9,192,0.971,0.9885786802030457,0.9749687108886108,0.9552238805970149,0.9710000000000001,1.0
calories,piecewise_sub,8,20,0.791,775,16,9,200,0.975,0.9885204081632653,0.9797724399494311,0.9569377990430622,0.975,1.0
calories,piecewise_sub,8,22,0.791,773,18,3,206,0.979,0.9961340206185567,0.97724399494311,0.9856459330143541,0.979,1.0
calories,piecewise_sub,8,24,0.783,764,19,6,211,0.975,0.9922077922077922,0.9757343550446999,0.9723502304147466,0.975,1.0
calories,piecewise_sub,8,26,0.789,764,25,7,204,0.968,0.9909208819714657,0.9683143219264893,0.966824644549763,0.968,1.0
calories,piecewise_sub,8,28,0.805,777,28,6,189,0.966,0.9923371647509579,0.9652173913043478,0.9692307692307692,0.966,1.0
calories,piecewise_sub,8,30,0.777,756,21,10,213,0.969,0.9869451697127938,0.972972972972973,0.9551569506726457,0.9690000000000001,1.0
calories,piecewise_sub,8,32,0.774,753,21,10,216,0.969,0.9868938401048493,0.9728682170542635,0.9557522123893806,0.969,1.0
calories,piecewise_sub,8,34,0.764,741,23,10,226,0.967,0.9866844207723036,0.9698952879581152,0.9576271186440678,0.967,1.0
calories,piecewise_sub,8,36,0.767,756,11,11,222,0.978,0.9856584093872229,0.9856584093872229,0.9527896995708155,0.978,1.0
calories,piecewise_sub,8,38,0.753,733,20,6,241,0.974,0.9918809201623816,0.9734395750332006,0.9757085020242915,0.974,1.0
calories,piecewise_sub,8,40,0.768,751,17,10,222,0.973,0.9868593955321945,0.9778645833333334,0.9568965517241379,0.973,1.0
calories,piecewise_sub,8,42,0.755,733,22,12,233,0.966,0.9838926174496644,0.9708609271523179,0.9510204081632653,0.966,1.0
calories,piecewise_sub,8,44,0.765,741,24,13,222,0.963,0.9827586206896551,0.9686274509803922,0.9446808510638298,0.963,1.0
calories,piecewise_sub,8,46,0.748,734,14,4,248,0.982,0.994579945799458,0.9812834224598931,0.9841269841269841,0.982,1.0
calories,piecewise_sub,8,48,0.766,752,14,8,226,0.978,0.9894736842105263,0.9817232375979112,0.9658119658119658,0.978,1.0
calories,piecewise_sub,8,50,0.758,747,11,5,237,0.984,0.9933510638297872,0.9854881266490765,0.9793388429752066,0.984,1.0
calories,piecewise_sub,8,52,0.733,715,18,7,260,0.975,0.9903047091412742,0.975443383356071,0.9737827715355806,0.975,1.0
calories,piecewise_sub,8,54,0.735,720,15,7,258,0.978,0.9903713892709766,0.9795918367346939,0.9735849056603774,0.978,1.0
calories,piecewise_sub,8,56,0.737,719,18,14,249,0.968,0.9809004092769441,0.9755766621438263,0.9467680608365019,0.968,1.0
calories,piecewise_sub,8,58,0.754,738,16,7,239,0.977,0.9906040268456375,0.9787798408488063,0.9715447154471545,0.977,1.0
calories,piecewise_sub,8,60,0.732,712,20,8,260,0.972,0.9888888888888889,0.9726775956284153,0.9701492537313433,0.972,1.0
calories,piecewise_sub,8,62,0.706,682,24,10,284,0.966,0.9855491329479769,0.9660056657223796,0.9659863945578231,0.966,1.0
calories,piecewise_sub,8,64,0.722,708,14,12,266,0.974,0.9833333333333333,0.9806094182825484,0.9568345323741008,0.974,1.0
calories,piecewise_sub,8,66,0.709,689,20,4,287,0.976,0.9942279942279942,0.9717912552891397,0.9862542955326461,0.976,1.0
calories,piecewise_sub,8,68,0.731,711,20,11,258,0.969,0.9847645429362881,0.9726402188782489,0.9591078066914498,0.969,1.0
calories,piecewise_sub,8,70,0.735,723,12,11,254,0.977,0.9850136239782016,0.9836734693877551,0.9584905660377359,0.977,1.0
calories,piecewise_sub,16,2,0.832,831,1,0,168,0.999,1.0,0.9987980769230769,1.0,0.999,1.0
calories,piecewise_sub,16,4,0.838,837,1,1,161,0.998,0.9988066825775657,0.9988066825775657,0.9938271604938271,0.998,1.0
calories,piecewise_sub,16,6,0.828,828,0,2,170,0.998,0.9975903614457832,1.0,0.9883720930232558,0.998,1.0
calories,piecewise_sub,16,8,0.805,802,3,1,194,0.996,0.9987546699875467,0.9962732919254659,0.9948717948717949,0.996,1.0
calories,piecewise_sub,16,10,0.8,800,0,3,197,0.997,0.9962640099626401,1.0,0.985,0.997,1.0
calories,piecewise_sub,16,12,0.815,815,0,0,185,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,14,0.823,823,0,0,177,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,16,0.797,796,1,0,203,0.999,1.0,0.998745294855709,1.0,0.999,1.0
calories,piecewise_sub,16,18,0.81,807,3,0,190,0.997,1.0,0.9962962962962963,1.0,0.997,1.0
calories,piecewise_sub,16,20,0.786,785,1,1,213,0.998,0.9987277353689568,0.9987277353689568,0.9953271028037384,0.998,1.0
calories,piecewise_sub,16,22,0.806,805,1,0,194,0.999,1.0,0.9987593052109182,1.0,0.999,1.0
calories,piecewise_sub,16,24,0.789,789,0,0,211,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,26,0.797,797,0,0,203,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,28,0.797,796,1,0,203,0.999,1.0,0.998745294855709,1.0,0.999,1.0
calories,piecewise_sub,16,30,0.776,776,0,2,222,0.998,0.9974293059125964,1.0,0.9910714285714286,0.998,1.0
calories,piecewise_sub,16,32,0.788,788,0,0,212,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,34,0.779,779,0,1,220,0.999,0.9987179487179487,1.0,0.995475113122172,0.999,1.0
calories,piecewise_sub,16,36,0.777,777,0,0,223,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,38,0.73,729,1,3,267,0.996,0.9959016393442623,0.9986301369863013,0.9888888888888889,0.996,1.0
calories,piecewise_sub,16,40,0.765,764,1,2,233,0.997,0.9973890339425587,0.9986928104575163,0.9914893617021276,0.997,1.0
calories,piecewise_sub,16,42,0.777,777,0,3,220,0.997,0.9961538461538462,1.0,0.9865470852017937,0.997,1.0
calories,piecewise_sub,16,44,0.753,753,0,0,247,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,46,0.738,738,0,1,261,0.999,0.9986468200270636,1.0,0.9961832061068703,0.999,1.0
calories,piecewise_sub,16,48,0.76,759,1,1,239,0.998,0.9986842105263158,0.9986842105263158,0.9958333333333333,0.998,1.0
calories,piecewise_sub,16,50,0.763,763,0,0,237,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,52,0.734,733,1,1,265,0.998,0.9986376021798365,0.9986376021798365,0.9962406015037594,0.998,1.0
calories,piecewise_sub,16,54,0.767,764,3,0,233,0.997,1.0,0.9960886571056062,1.0,0.997,1.0
calories,piecewise_sub,16,56,0.744,744,0,0,256,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,58,0.723,721,2,2,275,0.996,0.9972337482710927,0.9972337482710927,0.9927797833935018,0.996,1.0
calories,piecewise_sub,16,60,0.753,753,0,0,247,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,62,0.718,718,0,1,281,0.999,0.9986091794158554,1.0,0.9964539007092199,0.999,1.0
calories,piecewise_sub,16,64,0.748,747,1,1,251,0.998,0.9986631016042781,0.9986631016042781,0.996031746031746,0.998,1.0
calories,piecewise_sub,16,66,0.703,703,0,0,297,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,16,68,0.728,726,2,1,271,0.997,0.9986244841815681,0.9972527472527473,0.9963235294117647,0.997,1.0
calories,piecewise_sub,16,70,0.717,717,0,1,282,0.999,0.9986072423398329,1.0,0.9964664310954063,0.999,1.0
calories,piecewise_sub,32,2,0.843,843,0,0,157,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,4,0.839,839,0,0,161,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,6,0.838,838,0,0,162,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,8,0.822,822,0,0,178,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,10,0.795,795,0,0,205,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,12,0.794,794,0,0,206,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,14,0.813,813,0,0,187,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,16,0.807,807,0,0,193,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,18,0.819,819,0,0,181,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,20,0.816,816,0,0,184,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,22,0.784,784,0,0,216,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,24,0.807,807,0,0,193,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,26,0.792,792,0,0,208,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,28,0.776,776,0,0,224,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,30,0.757,757,0,0,243,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,32,0.769,769,0,0,231,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,34,0.772,772,0,0,228,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,36,0.775,775,0,0,225,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,38,0.789,789,0,0,211,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,40,0.767,767,0,0,233,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,42,0.759,759,0,0,241,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,44,0.775,775,0,0,225,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,46,0.757,757,0,0,243,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,48,0.767,767,0,0,233,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,50,0.768,768,0,0,232,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,52,0.755,755,0,0,245,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,54,0.735,735,0,0,265,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,56,0.702,702,0,0,298,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,58,0.735,735,0,0,265,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,60,0.754,754,0,0,246,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,62,0.736,736,0,0,264,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,64,0.723,723,0,0,277,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,66,0.721,721,0,0,279,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,68,0.737,737,0,0,263,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,32,70,0.699,699,0,0,301,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,2,0.849,849,0,0,151,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,4,0.831,831,0,0,169,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,6,0.832,832,0,0,168,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,8,0.813,813,0,0,187,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,10,0.792,792,0,0,208,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,12,0.806,806,0,0,194,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,14,0.828,828,0,0,172,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,16,0.819,819,0,0,181,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,18,0.802,802,0,0,198,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,20,0.784,784,0,0,216,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,22,0.794,794,0,0,206,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,24,0.79,790,0,0,210,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,26,0.777,777,0,0,223,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,28,0.802,802,0,0,198,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,30,0.767,767,0,0,233,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,32,0.772,772,0,0,228,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,34,0.786,786,0,0,214,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,36,0.749,749,0,0,251,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,38,0.786,786,0,0,214,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,40,0.782,782,0,0,218,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,42,0.755,755,0,0,245,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,44,0.772,772,0,0,228,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,46,0.758,758,0,0,242,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,48,0.762,762,0,0,238,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,50,0.751,751,0,0,249,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,52,0.75,750,0,0,250,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,54,0.765,765,0,0,235,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,56,0.752,752,0,0,248,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,58,0.727,727,0,0,273,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,60,0.715,715,0,0,285,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,62,0.724,724,0,0,276,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,64,0.73,730,0,0,270,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,66,0.737,737,0,0,263,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,68,0.718,718,0,0,282,1.0,1.0,1.0,1.0,1.0,1.0
calories,piecewise_sub,64,70,0.69,690,0,0,310,1.0,1.0,1.0,1.0,1.0,1.0
distance,laplace,1,2,0.742,166,576,14,244,0.41,0.9222222222222223,0.22371967654986524,0.9457364341085271,0.41000000000000003,1.0
distance,laplace,1,4,0.748,153,595,11,241,0.394,0.9329268292682927,0.20454545454545456,0.9563492063492064,0.394,0.9803921568627451
distance,laplace,1,6,0.785,134,651,15,200,0.334,0.8993288590604027,0.17070063694267515,0.9302325581395349,0.33399999999999996,0.9626865671641791
distance,laplace,1,8,0.808,162,646,11,181,0.343,0.9364161849710982,0.2004950495049505,0.9427083333333334,0.34299999999999997,0.9753086419753086
distance,laplace,1,10,0.798,172,626,11,191,0.363,0.9398907103825137,0.21553884711779447,0.9455445544554455,0.36299999999999993,0.9825581395348837
distance,laplace,1,12,0.771,165,606,13,216,0.381,0.9269662921348315,0.2140077821011673,0.9432314410480349,0.381,0.9878787878787879
distance,laplace,1,14,0.785,156,629,8,207,0.363,0.9512195121951219,0.19872611464968154,0.9627906976744186,0.363,0.9935897435897436
distance,laplace,1,16,0.785,172,613,8,207,0.379,0.9555555555555556,0.21910828025477708,0.9627906976744186,0.379,0.9883720930232558
distance,laplace,1,18,0.776,141,635,7,217,0.358,0.9527027027027027,0.18170103092783504,0.96875,0.358,1.0
distance,laplace,1,20,0.796,178,618,9,195,0.373,0.9518716577540107,0.2236180904522613,0.9558823529411765,0.373,0.9719101123595506
distance,laplace,1,22,0.781,169,612,16,203,0.372,0.9135135135135135,0.21638924455825864,0.9269406392694064,0.372,0.9822485207100592
distance,laplace,1,24,0.745,158,587,8,247,0.405,0.9518072289156626,0.21208053691275167,0.9686274509803922,0.405,1.0
distance,laplace,1,26,0.756,152,604,9,235,0.387,0.9440993788819876,0.20105820105820105,0.9631147540983607,0.387,0.9671052631578947
distance,laplace,1,28,0.762,159,603,21,217,0.376,0.8833333333333333,0.20866141732283464,0.9117647058823529,0.376,0.9937106918238994
distance,laplace,1,30,0.758,151,607,14,228,0.379,0.9151515151515152,0.19920844327176782,0.9421487603305785,0.379,0.9933774834437086
distance,laplace,1,32,0.763,159,604,13,224,0.383,0.9244186046511628,0.20838794233289645,0.9451476793248945,0.383,0.9748427672955975
distance,laplace,1,34,0.748,137,611,5,247,0.384,0.9647887323943662,0.18315508021390375,0.9801587301587301,0.384,0.9927007299270073
distance,laplace,1,36,0.752,158,594,10,238,0.396,0.9404761904761905,0.21010638297872342,0.9596774193548387,0.396,0.9936708860759493
distance,laplace,1,38,0.765,178,587,12,223,0.401,0.9368421052631579,0.2326797385620915,0.948936170212766,0.401,0.9887640449438202
distance,laplace,1,40,0.763,169,594,8,229,0.398,0.9548022598870056,0.2214941022280472,0.9662447257383966,0.398,0.9644970414201184
distance,laplace,1,42,0.734,143,591,12,254,0.397,0.9225806451612903,0.19482288828337874,0.9548872180451128,0.397,0.9790209790209791
distance,laplace,1,44,0.751,136,615,15,234,0.37,0.9006622516556292,0.1810918774966711,0.9397590361445783,0.37,0.9926470588235294
distance,laplace,1,46,0.739,146,593,10,251,0.397,0.9358974358974359,0.1975642760487145,0.9616858237547893,0.397,0.9931506849315068
distance,laplace,1,48,0.741,159,582,15,244,0.403,0.9137931034482759,0.2145748987854251,0.9420849420849421,0.403,0.9622641509433962
distance,laplace,1,50,0.76,144,616,10,230,0.374,0.935064935064935,0.18947368421052632,0.9583333333333334,0.374,0.9930555555555556
distance,laplace,1,52,0.744,159,585,10,246,0.405,0.9408284023668639,0.21370967741935484,0.9609375,0.405,0.9748427672955975
distance,laplace,1,54,0.751,166,585,10,239,0.405,0.9431818181818182,0.2210386151797603,0.9598393574297188,0.40499999999999997,0.9879518072289156
distance,laplace,1,56,0.76,161,599,14,226,0.387,0.92,0.2118421052631579,0.9416666666666667,0.387,0.9937888198757764
distance,laplace,1,58,0.743,156,587,13,244,0.4,0.9230769230769231,0.20995962314939434,0.9494163424124513,0.4,0.9871794871794872
distance,laplace,1,60,0.718,165,553,11,271,0.436,0.9375,0.2298050139275766,0.9609929078014184,0.436,0.9939393939393939
distance,laplace,1,62,0.748,148,600,16,236,0.384,0.9024390243902439,0.19786096256684493,0.9365079365079365,0.384,0.9864864864864865
distance,laplace,1,64,0.723,143,580,16,261,0.404,0.89937106918239,0.19778699861687413,0.9422382671480144,0.404,0.993006993006993
distance,laplace,1,66,0.76,159,601,11,229,0.388,0.9352941176470588,0.20921052631578949,0.9541666666666667,0.388,0.9874213836477987
distance,laplace,1,68,0.704,134,570,12,284,0.418,0.9178082191780822,0.1903409090909091,0.9594594594594594,0.41800000000000004,0.9701492537313433
distance,laplace,1,70,0.746,149,597,10,244,0.393,0.9371069182389937,0.19973190348525469,0.9606299212598425,0.393,0.9664429530201343
distance,laplace,2,2,0.734,320,414,13,253,0.573,0.960960960960961,0.4359673024523161,0.9511278195488722,0.573,0.99375
distance,laplace,2,4,0.807,349,458,12,181,0.53,0.9667590027700831,0.43246592317224286,0.9378238341968912,0.53,0.997134670487106
distance,laplace,2,6,0.772,363,409,12,216,0.579,0.968,0.47020725388601037,0.9473684210526315,0.579,0.9972451790633609
distance,laplace,2,8,0.78,349,431,10,210,0.559,0.9721448467966574,0.44743589743589746,0.9545454545454546,0.559,1.0
distance,laplace,2,10,0.777,374,403,12,211,0.585,0.9689119170984456,0.48133848133848134,0.9461883408071748,0.585,1.0
distance,laplace,2,12,0.778,361,417,13,209,0.57,0.9652406417112299,0.4640102827763496,0.9414414414414415,0.57,0.997229916897507
distance,laplace,2,14,0.781,367,414,13,206,0.573,0.9657894736842105,0.469910371318822,0.9406392694063926,0.573,1.0
distance,laplace,2,16,0.781,383,398,8,211,0.594,0.979539641943734,0.49039692701664533,0.9634703196347032,0.594,0.9973890339425587
distance,laplace,2,18,0.782,340,442,23,195,0.535,0.9366391184573003,0.43478260869565216,0.8944954128440367,0.535,1.0
distance,laplace,2,20,0.764,364,400,13,223,0.587,0.9655172413793104,0.47643979057591623,0.9449152542372882,0.587,1.0
distance,laplace,2,22,0.779,386,393,10,211,0.597,0.9747474747474747,0.49550706033376124,0.9547511312217195,0.597,1.0
distance,laplace,2,24,0.773,382,391,12,215,0.597,0.9695431472081218,0.49417852522639066,0.947136563876652,0.597,0.9973821989528796
distance,laplace,2,26,0.741,385,356,14,245,0.63,0.9649122807017544,0.5195681511470985,0.9459459459459459,0.63,0.9974025974025974
distance,laplace,2,28,0.763,388,375,17,220,0.608,0.9580246913580247,0.508519003931848,0.9282700421940928,0.6080000000000001,1.0
distance,laplace,2,30,0.766,367,399,12,222,0.589,0.9683377308707124,0.47911227154047,0.9487179487179487,0.589,1.0
distance,laplace,2,32,0.755,351,404,16,229,0.58,0.9564032697547684,0.4649006622516556,0.9346938775510204,0.58,0.9971509971509972
distance,laplace,2,34,0.758,339,419,6,236,0.575,0.9826086956521739,0.4472295514511873,0.9752066115702479,0.575,1.0
distance,laplace,2,36,0.755,364,391,19,226,0.59,0.9503916449086162,0.4821192052980132,0.9224489795918367,0.59,0.9972527472527473
distance,laplace,2,38,0.756,373,383,11,233,0.606,0.9713541666666666,0.4933862433862434,0.9549180327868853,0.606,1.0
distance,laplace,2,40,0.749,349,400,9,242,0.591,0.9748603351955307,0.465954606141522,0.9641434262948207,0.591,0.997134670487106
distance,laplace,2,42,0.756,356,400,12,232,0.588,0.967391304347826,0.4708994708994709,0.9508196721311475,0.588,1.0
distance,laplace,2,44,0.759,342,417,10,231,0.573,0.9715909090909091,0.4505928853754941,0.9585062240663901,0.5730000000000001,1.0
distance,laplace,2,46,0.743,364,379,11,246,0.61,0.9706666666666667,0.4899057873485868,0.9571984435797666,0.61,1.0
distance,laplace,2,48,0.747,345,402,15,238,0.583,0.9583333333333334,0.46184738955823296,0.9407114624505929,0.5830000000000001,1.0
distance,laplace,2,50,0.767,372,395,12,221,0.593,0.96875,0.485006518904824,0.9484978540772532,0.593,1.0
distance,laplace,2,52,0.78,354,426,13,207,0.561,0.9645776566757494,0.45384615384615384,0.9409090909090909,0.561,1.0
distance,laplace,2,54,0.743,360,383,17,240,0.6,0.9549071618037135,0.4845222072678331,0.933852140077821,0.6,0.9944444444444445
distance,laplace,2,56,0.751,365,386,17,232,0.597,0.9554973821989529,0.48601864181091875,0.9317269076305221,0.597,1.0
distance,laplace,2,58,0.763,347,416,9,228,0.575,0.9747191011235955,0.45478374836173,0.9620253164556962,0.575,1.0
distance,laplace,2,60,0.745,357,388,15,240,0.597,0.9596774193548387,0.4791946308724832,0.9411764705882353,0.597,1.0
distance,laplace,2,62,0.766,358,408,13,221,0.579,0.9649595687331537,0.46736292428198434,0.9444444444444444,0.579,0.9972067039106145
distance,laplace,2,64,0.771,365,406,9,220,0.585,0.9759358288770054,0.47341115434500647,0.9606986899563319,0.585,1.0
distance,laplace,2,66,0.734,337,397,21,245,0.582,0.9413407821229051,0.4591280653950954,0.9210526315789473,0.5820000000000001,1.0
